edge_id,source_name,sink_name,source_lat,source_lon,sink_lat,sink_lon,record_count,scheduled,abs_median_deviation,relative_deviation_factor,flow
9022003700600/9022003700260,Uppsala Centralstationen (Uppsala),Bergsbrunnagatan (Uppsala),59.858683,17.64372,59.856186,17.653435,1192,132,7,0.918,49.73890909090909
9022003781426/9022003781002,S:t Persgatan (Enköping),Gustav Adolfs plan (Enköping),59.641529,17.080627,59.636758,17.075465,1390,148,0,0.784,49.53454545454545
9022003700230/9022003700243,Stubbåkersvägen (Storvreta) (Uppsala),Ekeby (Uppsala),59.956082,17.687958,59.95199,17.669486,1203,91,5,0.903,49.37768181818182
9022003700272/9022003700381,Rapsgatan norra (Uppsala),Nymansgatan (Uppsala),59.845814,17.687796,59.853677,17.680405,1270,113,-18,0.855,49.35681818181818
9022003700306/9022003700305,Flädervägen (Lövstalöt) (Uppsala),Högby (Bälinge),59.958701,17.572505,59.956896,17.559144,1149,117,-6,0.944,49.30254545454545
9022003781030/9022003781301,Örsundsbro centrum (Enköping),Kvekvägen (Örsundsbro) (Enköping),59.733963,17.307829,59.726077,17.297129,1395,92,18,0.776,49.20545454545454
9022003781301/9022003781030,Kvekvägen (Örsundsbro) (Enköping),Örsundsbro centrum (Enköping),59.726077,17.297129,59.733963,17.307829,1393,157,-44,0.777,49.19822727272727
9022003700387/9022003700525,Ulleråker norra (Uppsala),Uppsala Science Park (Uppsala),59.83276,17.642666,59.843157,17.638761,1215,154,-14,0.89,49.15227272727273
9022003730013/9022003730012,Gränsgatan (Alsike) (Knivsta),Alsike skola (Knivsta),59.752709,17.783837,59.750372,17.785799,1360,55,-17,0.795,49.14545454545455
9022003700371/9022003700544,Hållnäsgatan (Uppsala),Librobäck (Uppsala),59.877502,17.590127,59.874143,17.594857,1313,52,11,0.821,48.99877272727272
9022003700082/9022003700083,Orkestervägen (Uppsala),Morkullevägen (Uppsala),59.806765,17.637779,59.803049,17.644097,1681,31,18,0.64,48.90181818181818
9022003793035/9022003793051,Heby torg (Heby),Heby station (Heby),59.938384,16.862798,59.940484,16.850377,1313,231,-35,0.819,48.879409090909085
9022003191086/9022003191074,Terminal 2 -3 (Arlanda) (Sigtuna),Arlanda Gränsgatan,59.64409,17.929886,59.638475,17.923998,1523,171,49,0.706,48.87445454545455
9022003191300/9022003191159,Brovägen (Arlanda) (Sigtuna),Versailles (Arlanda) (Sigtuna),59.643548,17.9312,59.648991,17.935553,1505,111,-48,0.714,48.8440909090909
9022003191074/9022003191300,Arlanda Gränsgatan,Brovägen (Arlanda) (Sigtuna),59.638475,17.923998,59.643548,17.9312,1505,210,-96,0.714,48.8440909090909
9022003782132/9022003782135,Spånga vägskäl (Östhammar),Söderby (Alunda) (Östhammar),60.03617,18.034644,60.04704,18.047082,1524,125,-47,0.703,48.69872727272727
9022003779168/9022003780601,Lövstalöt södra (Uppsala),Lövstalöt norra (Uppsala),59.955074,17.585863,59.958427,17.584271,1479,37,10,0.724,48.67254545454546
9022003700260/9022003700600,Bergsbrunnagatan (Uppsala),Uppsala Centralstationen (Uppsala),59.856186,17.653435,59.858683,17.64372,1203,118,3,0.889,48.61213636363636
9022003779168/9022003700310,Lövstalöt södra (Uppsala),Lytta (Uppsala),59.955074,17.585863,59.943833,17.591238,1461,61,19,0.732,48.61145454545454
9022003781313/9022003781030,Nysätravägen (Örsundsbro) (Enköping),Örsundsbro centrum (Enköping),59.738197,17.310473,59.733963,17.307829,1441,136,-44,0.741,48.5355
9022003782135/9022003782132,Söderby (Alunda) (Östhammar),Spånga vägskäl (Östhammar),60.04704,18.047082,60.03617,18.034644,1508,126,-49,0.708,48.530181818181816
9022003780712/9022003780703,Sandbro vägskäl (Björklinge) (Uppsala),Gränby (Björklinge) (Uppsala),60.012191,17.559022,60.009255,17.560373,1494,27,-10,0.714,48.4870909090909
9022003781238/9022003781242,Skolsta (Enköping),Litslena kyrka (Enköping),59.660698,17.243607,59.663594,17.265946,1393,93,29,0.764,48.375090909090915
9022003780399/9022003780394,Skärfälten (Uppsala),Sätra (Skärfälten) (Uppsala),59.819808,17.493532,59.814732,17.481903,1526,33,13,0.696,48.2770909090909
9022003781326/9022003781329,Eningböle (Örsundsbro) (Enköping),Gryta skola (Enköping),59.74779,17.342622,59.751352,17.353478,1428,51,18,0.743,48.22745454545454
9022003700608/9022003700604,Säbygatan (Uppsala),Björkgatan södra (Uppsala),59.856482,17.657931,59.85561,17.666932,1272,95,-18,0.832,48.104727272727274
9022003730091/9022003730015,Alsike Dammgatan,Sättragatan (Alsike) (Knivsta),59.759013,17.772375,59.756849,17.7778,1383,98,-22,0.765,48.09068181818182
9022003191718/9022003191719,Stockholm city,Stockholm Odenplan,59.331156,18.059048,59.343362,18.045933,1842,120,86,0.574,48.05945454545454
9022003700262/9022003700260,Märstaplan (Uppsala),Bergsbrunnagatan (Uppsala),59.854206,17.659554,59.856186,17.653435,1203,56,-5,0.878,48.010636363636365
9022003793051/9022003793035,Heby station (Heby),Heby torg (Heby),59.940484,16.850377,59.938384,16.862798,1267,151,25,0.833,47.97322727272727
9022003700202/9022003700268,Stålgatan (Uppsala),Verkstadsgatan (Uppsala),59.855215,17.691504,59.848002,17.675393,1202,67,-9,0.878,47.97072727272727
9022003730059/9022003779093,Nova Park (Alsike) (Knivsta),Uppsala Business Park södra (Uppsala),59.740682,17.81429,59.845819,17.70439,1142,694,57,0.924,47.964
9022003705057/9022003705054,Grans gård (Håbo),Gransäterskolan (Bålsta) (Håbo),59.59451,17.510669,59.582287,17.508174,1567,216,-106,0.672,47.86472727272728
9022003782137/9022003782018,Alunda kyrka (Östhammar),Alunda bussterminal (Östhammar),60.058353,18.067677,60.062639,18.080094,1488,139,-57,0.707,47.81890909090909
9022003781329/9022003781326,Gryta skola (Enköping),Eningböle (Örsundsbro) (Enköping),59.751352,17.353478,59.74779,17.342622,1447,23,8,0.727,47.81677272727272
9022003780639/9022003780627,Högsta macken (Uppsala),Högsta (Uppsala),59.977159,17.575907,59.971262,17.578458,1461,31,10,0.72,47.81454545454545
9022003700527/9022003700592,Uppsala Business Park Norra (Uppsala),Uppsala Depå Fyrislund,59.85315,17.710251,59.852832,17.720406,1353,236,-41,0.774,47.601
9022003700309/9022003700310,Gråalsvägen (Lövstalöt) (Uppsala),Lytta (Uppsala),59.954915,17.584405,59.943833,17.591238,1218,131,-20,0.859,47.55736363636364
9022003780367/9022003780371,Ramsta kyrka (Uppsala),Ramstalund (Uppsala),59.793207,17.439531,59.797842,17.445797,1440,40,5,0.725,47.45454545454545
9022003700101/9022003700109,Ekebyhus (Uppsala),Säves väg (Uppsala),59.851643,17.603465,59.846119,17.595102,1102,95,0,0.947,47.43609090909091
9022003700260/9022003700262,Bergsbrunnagatan (Uppsala),Märstaplan (Uppsala),59.856186,17.653435,59.854206,17.659554,1192,32,1,0.875,47.40909090909091
9022003191170/9022003730000,Tomta (Arlanda) (Sigtuna),Ar-terminalen (Knivsta),59.632653,17.904677,59.740153,17.808994,1119,775,-57,0.931,47.35404545454546
9022003730012/9022003730013,Alsike skola (Knivsta),Gränsgatan (Alsike) (Knivsta),59.750372,17.785799,59.752709,17.783837,1141,44,4,0.908,47.09218181818182
9022003700302/9022003700301,Bälinge centrum (Uppsala),Lundgården (Bälinge) (Uppsala),59.946394,17.535861,59.947789,17.531442,1149,54,1,0.9,47.00454545454546
9022003700604/9022003700379,Björkgatan södra (Uppsala),Danmarksgatan (Uppsala),59.85561,17.666932,59.854345,17.672536,1272,82,-19,0.811,46.89054545454546
9022003700243/9022003700244,Ekeby (Uppsala),Trekanten (Uppsala),59.95199,17.669486,59.94851,17.662203,1227,67,13,0.84,46.84909090909091
9022003780050/9022003730086,Knivsta station (Knivsta),Knivsta Centralvägen,59.727162,17.786418,59.73055,17.786192,1564,117,6,0.659,46.848909090909096
9022003700262/9022003700531,Märstaplan (Uppsala),Sofielundsgatan (Uppsala),59.854206,17.659554,59.852689,17.665251,1192,79,-12,0.863,46.758909090909086
9022003700305/9022003700545,Högby (Bälinge),Nyodlarvägen (Bälinge) (Uppsala),59.956896,17.559144,59.950349,17.548453,1149,99,-11,0.894,46.69118181818182
9022003700109/9022003700170,Säves väg (Uppsala),Gnejsvägen (Uppsala),59.846119,17.595102,59.839828,17.596263,1102,190,-11,0.932,46.68472727272728
9022003780241/9022003780050,Sporthallen (Knivsta),Knivsta station (Knivsta),59.722236,17.795105,59.727162,17.786418,1123,163,11,0.914,46.65554545454546
9022003700202/9022003700620,Stålgatan (Uppsala),Uppsala Boland city,59.855215,17.691504,59.847734,17.687904,1192,95,-16,0.855,46.32545454545454
9022003780008/9022003780236,Ledinge vägskäl (Knivsta),Genvägen (Knivsta),59.712821,17.802526,59.718098,17.800956,1125,87,-6,0.904,46.22727272727273
9022003480691/9022003480276,Järvsta (Gävle),Långbro (Gävle),60.6496,17.204141,60.646023,17.258538,1035,166,0,0.98,46.10454545454545
9022003700379/9022003700604,Danmarksgatan (Uppsala),Björkgatan södra (Uppsala),59.854345,17.672536,59.85561,17.666932,1270,74,-20,0.796,45.95090909090909
9022003779093/9022003730000,Uppsala Business Park södra (Uppsala),Ar-terminalen (Knivsta),59.845819,17.70439,59.740153,17.808994,1150,900,-125,0.878,45.89545454545455
9022003700255/9022003700141,Marknadsgatan (Uppsala),Gränbystaden (Uppsala),59.879833,17.674519,59.875371,17.675144,1819,154,-127,0.555,45.8884090909091
9022003700224/9022003700388,Veterinärvägen (Uppsala),Hammarby kyrkogård (Uppsala),59.818594,17.658609,59.82776,17.644513,1180,181,5,0.855,45.8590909090909
9022003705003/9022003705050,Bålsta station,Lilla Hagalund (Bålsta) (Håbo),59.567475,17.532712,59.572541,17.521592,1864,94,79,0.541,45.837454545454555
9022003780236/9022003780008,Genvägen (Knivsta),Ledinge vägskäl (Knivsta),59.718098,17.800956,59.712821,17.802526,1135,97,-11,0.888,45.81272727272727
9022003700388/9022003700224,Hammarby kyrkogård (Uppsala),Veterinärvägen (Uppsala),59.82776,17.644513,59.818594,17.658609,1206,190,-40,0.835,45.77318181818182
9022003730013/9022003730014,Gränsgatan (Alsike) (Knivsta),Vrå skogsväg (Alsike) (Knivsta),59.752709,17.783837,59.754813,17.781257,1141,74,7,0.878,45.53627272727273
9022003191003/9022003191088,Halmsjön (Arlanda) (Sigtuna),SAS-hangaren (Arlanda) (Sigtuna),59.654738,17.956428,59.652076,17.946269,1110,150,4,0.902,45.51
9022003705017/9022003705003,Vårdcentralen (Bålsta) (Håbo),Bålsta station,59.568135,17.527597,59.567475,17.532712,1263,208,-53,0.792,45.468
9022003780236/9022003780241,Genvägen (Knivsta),Sporthallen (Knivsta),59.718098,17.800956,59.722236,17.795105,1124,87,8,0.885,45.21545454545455
9022003780371/9022003780367,Ramstalund (Uppsala),Ramsta kyrka (Uppsala),59.797842,17.445797,59.793207,17.439531,1481,96,-45,0.671,45.1705
9022003700268/9022003700202,Verkstadsgatan (Uppsala),Stålgatan (Uppsala),59.848002,17.675393,59.855215,17.691504,1192,48,-11,0.831,45.025090909090906
9022003700310/9022003700309,Lytta (Uppsala),Gråalsvägen (Lövstalöt) (Uppsala),59.943833,17.591238,59.954915,17.584405,1149,114,-2,0.861,44.967681818181816
9022003700379/9022003700381,Danmarksgatan (Uppsala),Nymansgatan (Uppsala),59.854345,17.672536,59.853677,17.680405,1272,144,-28,0.777,44.924727272727274
9022003700620/9022003700499,Uppsala Boland city,Coop/IKEA (Uppsala),59.847734,17.687904,59.846031,17.694,1192,103,-2,0.828,44.86254545454545
9022003700305/9022003700306,Högby (Bälinge),Flädervägen (Lövstalöt) (Uppsala),59.956896,17.559144,59.958701,17.572505,1218,72,16,0.809,44.789181818181824
9022003781242/9022003781238,Litslena kyrka (Enköping),Skolsta (Enköping),59.663594,17.265946,59.660698,17.243607,1395,162,-66,0.704,44.63999999999999
9022003700265/9022003700266,Villingegatan (Uppsala),Kungsporten (Uppsala),59.848955,17.668362,59.846972,17.673337,1192,104,-17,0.822,44.537454545454544
9022003700170/9022003700171,Gnejsvägen (Uppsala),Gnejsplan (Uppsala),59.839828,17.596263,59.840954,17.598589,1497,112,-63,0.653,44.43368181818182
9022003700266/9022003700265,Kungsporten (Uppsala),Villingegatan (Uppsala),59.846972,17.673337,59.848955,17.668362,1202,66,-10,0.811,44.31009090909091
9022003700531/9022003700262,Sofielundsgatan (Uppsala),Märstaplan (Uppsala),59.852689,17.665251,59.854206,17.659554,1202,67,-16,0.81,44.25545454545455
9022003700345/9022003700115,Bågspännarvägen (Uppsala),Regins väg (Uppsala),59.890638,17.638445,59.894743,17.636974,1193,125,-24,0.816,44.24945454545454
9022003760018/9022003760362,Torggatan (Tierp),Södra Esplanaden (Tierp),60.340816,17.513902,60.343225,17.514336,1216,51,-4,0.8,44.21818181818182
9022003730084/9022003730000,Alsike Åsgatan,Ar-terminalen (Knivsta),59.747536,17.790488,59.740153,17.808994,1366,287,-114,0.712,44.20872727272727
9022003700302/9022003700303,Bälinge centrum (Uppsala),Prebendevägen (Bälinge) (Uppsala),59.946394,17.535861,59.946527,17.541416,1581,32,17,0.614,44.124272727272725
9022003480224/9022003480691,Järvstakroken (Gävle),Järvsta (Gävle),60.649169,17.192147,60.6496,17.204141,1035,49,-2,0.937,44.08159090909091
9022003780255/9022003730000,Boängsvägen (Knivsta),Ar-terminalen (Knivsta),59.735323,17.797109,59.740153,17.808994,1101,142,18,0.88,44.04
9022003191703/9022003191704,Häggvik station (Sollentuna),Sollentuna station (Sollentuna),59.44428,17.932367,59.429049,17.947837,967,180,0,1,43.95454545454545
9022003191704/9022003191705,Sollentuna station (Sollentuna),Helenelund station (Sollentuna),59.429049,17.947837,59.409129,17.962238,967,180,0,1,43.95454545454545
9022003191702/9022003191703,Norrviken station (Sollentuna),Häggvik station (Sollentuna),59.458372,17.924415,59.44428,17.932367,967,180,0,1,43.95454545454545
9022003191705/9022003191706,Helenelund station (Sollentuna),Ulriksdals station (Solna),59.409129,17.962238,59.380983,18.000191,967,180,0,1,43.95454545454545
9022003191701/9022003191702,Rotebro station (Sollentuna),Norrviken station (Sollentuna),59.47662,17.91428,59.458372,17.924415,964,180,0,1,43.81818181818182
9022003700381/9022003700379,Nymansgatan (Uppsala),Danmarksgatan (Uppsala),59.853677,17.680405,59.854345,17.672536,1270,96,-31,0.759,43.815
9022003781171/9022003781174,Idrottshuset (Enköping),Sandbrogatan (Enköping),59.63151,17.08709,59.633543,17.083002,1114,41,0,0.865,43.80045454545454
9022003480166/9022003480690,Grindugavägen (Gävle),Lövlundsvägen (Furuvik) (Gävle),60.645255,17.265597,60.650055,17.31445,1035,148,-10,0.931,43.79931818181819
9022003730084/9022003730012,Alsike Åsgatan,Alsike skola (Knivsta),59.747536,17.790488,59.750372,17.785799,1119,52,7,0.86,43.74272727272727
9022003191157/9022003191088,Driftvägen (Arlanda) (Sigtuna),SAS-hangaren (Arlanda) (Sigtuna),59.648007,17.941966,59.652076,17.946269,1541,78,-39,0.624,43.708363636363636
9022003700306/9022003700308,Flädervägen (Lövstalöt) (Uppsala),Ryttarvägen (Lövstalöt) (Uppsala),59.958701,17.572505,59.957151,17.581016,1218,143,-35,0.786,43.51581818181818
9022003700170/9022003700109,Gnejsvägen (Uppsala),Säves väg (Uppsala),59.839828,17.596263,59.846119,17.595102,1041,149,12,0.917,43.39077272727273
9022003719106/9022003792024,Harnäs (Älvkarleby),Länsgränsen (Älvkarleby),60.644246,17.37924,60.64719,17.372436,1027,43,1,0.929,43.36740909090909
9022003700488/9022003700570,Stenhagens centrum (Uppsala),Stenhagens IP (Uppsala),59.850824,17.558987,59.849751,17.55736,1041,70,-1,0.915,43.296136363636364
9022003780241/9022003780236,Sporthallen (Knivsta),Genvägen (Knivsta),59.722236,17.795105,59.718098,17.800956,1103,59,8,0.863,43.26768181818181
9022003780767/9022003780759,EWE-möbler (Uppsala),Skeberga (Uppsala),60.024618,17.994664,60.021835,17.987627,1487,19,6,0.64,43.25818181818182
9022003700531/9022003700265,Sofielundsgatan (Uppsala),Villingegatan (Uppsala),59.852689,17.665251,59.848955,17.668362,1192,65,-17,0.798,43.23709090909091
9022003700268/9022003700266,Verkstadsgatan (Uppsala),Kungsporten (Uppsala),59.848002,17.675393,59.846972,17.673337,1202,83,-23,0.786,42.94418181818182
9022003780031/9022003730091,Lärkdrillsvägen (Alsike) (Knivsta),Alsike Dammgatan,59.760977,17.764143,59.759013,17.772375,1383,105,-51,0.683,42.93586363636364
9022003700115/9022003700345,Regins väg (Uppsala),Bågspännarvägen (Uppsala),59.894743,17.636974,59.890638,17.638445,1229,59,6,0.768,42.90327272727273
9022003780362/9022003780367,Bragby (Uppsala),Ramsta kyrka (Uppsala),59.789164,17.431746,59.793207,17.439531,1623,106,-78,0.581,42.86195454545454
9022003780442/9022003780449,Breidagård (Uppsala),Selknä (Uppsala),59.854514,17.89163,59.855757,17.904381,999,52,-3,0.943,42.820772727272725
9022003700162/9022003700532,Svartbäckens vårdcentral (Uppsala),Auroragatan (Uppsala),59.869091,17.628082,59.871149,17.630462,1958,29,31,0.481,42.809
9022003730000/9022003730084,Ar-terminalen (Knivsta),Alsike Åsgatan,59.740153,17.808994,59.747536,17.790488,1119,164,32,0.841,42.77631818181818
9022003700570/9022003700212,Stenhagens IP (Uppsala),Stenröset (Uppsala),59.849751,17.55736,59.852678,17.564063,1015,83,-5,0.926,42.722272727272724
9022003191088/9022003191003,SAS-hangaren (Arlanda) (Sigtuna),Halmsjön (Arlanda) (Sigtuna),59.652076,17.946269,59.654738,17.956428,1168,180,44,0.804,42.68509090909092
9022003191074/9022003191170,Arlanda Gränsgatan,Tomta (Arlanda) (Sigtuna),59.638475,17.923998,59.632653,17.904677,1142,125,27,0.822,42.66927272727272
9022003700300/9022003700301,Bälinge skola (Uppsala),Lundgården (Bälinge) (Uppsala),59.950763,17.531238,59.947789,17.531442,1218,80,22,0.769,42.574636363636365
9022003700411/9022003700409,Gottsundavägen (Uppsala),Lurbo bro (Uppsala),59.808987,17.608172,59.805493,17.605702,1640,20,8,0.571,42.56545454545454
9022003760370/9022003760396,Tegelbruksgatan (Tierp),Värmeverket (Tierp),60.342802,17.51022,60.339858,17.516532,1159,57,11,0.807,42.514227272727275
9022003480243/9022003480357,Kryddstigen (Gävle),Skolgången (Gävle),60.656313,17.166815,60.660947,17.159457,1027,98,7,0.91,42.48045454545454
9022003791305/9022003780050,Arlanda C (Sigtuna),Knivsta station (Knivsta),59.649053,17.928923,59.727162,17.786418,933,480,0,1,42.40909090909091
9022003782280/9022003782273,Folkets hus (Österbybruk) (Östhammar),Mästersmeden (Österbybruk) (Östhammar),60.197827,17.880811,60.196629,17.892475,1184,104,-27,0.786,42.30109090909091
9022003780050/9022003700600,Knivsta station (Knivsta),Uppsala Centralstationen (Uppsala),59.727162,17.786418,59.858683,17.64372,930,599,0,1,42.27272727272727
9022003705074/9022003705072,Övergrans kyrka (Håbo),Vi (Håbo),59.630796,17.483754,59.616768,17.49879,1036,93,10,0.897,42.240545454545455
9022003191713/9022003191714,Jakobsberg station (Järfälla),Barkarby station (Järfälla),59.423438,17.833069,59.403573,17.868777,927,180,0,1,42.13636363636363
9022003191705/9022003191704,Helenelund station (Sollentuna),Sollentuna station (Sollentuna),59.409129,17.962238,59.429049,17.947837,927,180,0,1,42.13636363636363
9022003191716/9022003191719,Sundbyberg station (Sundbyberg),Stockholm Odenplan,59.360651,17.971298,59.343362,18.045933,927,360,0,1,42.13636363636363
